cell_id,block_id,candidate_id,method,depth,width,batch_size,model_seed,primary_host_time_us,primary_device_time_us,primary_peak_allocated_bytes,primary_peak_reserved_bytes,observer_cost_ms,saved_tensor_bytes,state_vjp_calls,graph_span,dependency_radius,graph_lifetimes,feedback_operator,fallback_validation_cost_ms,fallback_validation_status
s3b-cell-50d406dc7ead74cde764,s3b-block-def205922958b1e906ca,isolated_layer_vjp,strict,4,256,64,72,31536.968,31539.54029083252,1223582208,1272971264,35.725050926208496,20600404.0,60.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-51845eda0682c9597349,s3b-block-e38893f5f5eb3e81b23e,isolated_layer_vjp,strict,8,256,256,72,65044.581,65048.2063293457,2746531840,3032481792,82.78229141235352,116269140.0,140.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-527437e3268af321e6d9,s3b-block-89fbb803c6ec0394f3f0,composite_vjp,fixedpred,16,64,64,71,37776.6405,37780.303955078125,612363776,618659840,10.702363967895508,12870660.0,10.0,16,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-530593ce6128e75062ae,s3b-block-91023e2726e8438df1fa,composite_vjp,strict,16,256,256,70,95591.2235,95594.9821472168,4968179712,5240782848,19.212703704833984,252584020.0,20.0,15,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-533deaa3c5ef72a64085,s3b-block-70e5aa369c8a27e31e55,composite_vjp,fixedpred,4,256,64,72,11662.137999999999,11666.655540466309,1221319168,1270874112,8.274809837341309,21040644.0,10.0,4,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-537dd9914282012ee1f3,s3b-block-98eef593a40cbcdef8e7,isolated_layer_vjp,strict,32,64,64,72,261579.64549999998,261583.6944580078,892656640,899678208,338.6067199707031,33294420.0,620.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-538886663e7f102b24da,s3b-block-03dd886dc9d22a85f182,composite_vjp,fixedpred,4,64,256,72,11489.499,11490.268230438232,672699904,702545920,8.326748847961426,16770564.0,10.0,4,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-53a564dce782459484c8,s3b-block-1018780e545ea1ba80e6,isolated_layer_vjp,fixedpred,32,64,256,71,113975.161,113976.3069152832,1645472256,1681915904,173.26831436157227,65857028.0,320.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-54a860aeb692cb12e92d,s3b-block-1b87ab8a31783316765a,composite_vjp,strict,32,64,256,70,186563.41700000002,186564.7430419922,1646617600,1679818752,23.996917724609375,101896788.0,20.0,31,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-55a1d84516e054721d9e,s3b-block-91023e2726e8438df1fa,isolated_layer_vjp,strict,16,256,256,70,133176.9145,133179.3670654297,4960567296,5295308800,174.74905395507812,252584020.0,300.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-56eda47b625a0cc66420,s3b-block-f12599dd5aadc8a26bd9,stage2_baseline,strict,16,64,64,72,98874.408,98877.6626586914,745249792,750780416,174.2386932373047,15876180.0,300.0,1,1,single_vjp_call,exact_local_vjp_recomputed_strict_graph,,not_applicable_before_ex_if0
s3b-cell-57e2c7bf51b219c67647,s3b-block-2cf74f689f6a282264ed,stage2_baseline,strict,32,256,64,72,206055.49300000002,206090.61431884766,7513471488,7623147520,349.66094970703125,253965908.0,620.0,1,1,single_vjp_call,exact_local_vjp_recomputed_strict_graph,,not_applicable_before_ex_if0
s3b-cell-5849c49c482da54487ba,s3b-block-8dd17961dcd5ccbf7d3a,isolated_layer_vjp,strict,8,64,64,72,64744.655,64746.64306640625,469986304,473956352,86.4489517211914,7735380.0,140.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-599d4b6b7cbd2c52b832,s3b-block-8786fb5044e20025df06,composite_vjp,fixedpred,32,256,64,70,74630.2615,74638.17977905273,7030854656,7163871232,13.502635955810547,145821188.0,10.0,32,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-5a539c3315227516b340,s3b-block-695189d6137415b25268,composite_vjp,fixedpred,16,64,256,71,38652.804000000004,38654.104232788086,1089737216,1119879168,10.380937576293945,37807620.0,10.0,16,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-5a67e39fe839340be72c,s3b-block-7301c6b6a4a9d50fba77,stage2_baseline,fixedpred,4,256,256,72,9636.609,9641.386985778809,1645437952,1855979520,21.7776517868042,9021444.0,40.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-5aa56697af02d0c12371,s3b-block-133f61522ecc4a38e0db,stage2_baseline,fixedpred,16,256,256,72,34433.051,34436.59973144531,4963259904,5337251840,79.36552429199219,34187268.0,160.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-5aeee78e0a1d5adc5f65,s3b-block-5203a4d44e3a2f436ffe,isolated_layer_vjp,strict,32,256,64,71,273568.68700000003,273578.0792236328,7030656512,7155482624,352.4737854003906,255481428.0,620.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-5af75227e622a7057afa,s3b-block-ee492da3396fc3e93481,isolated_layer_vjp,strict,32,64,256,71,270097.8105,270100.20446777344,1642609664,1679818752,342.2690734863281,101896788.0,620.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-5b3707ef790c24fc8ba0,s3b-block-73e9fa86f8a041731cdf,stage2_baseline,strict,16,64,64,70,99503.56450000001,99518.76068115234,745249792,750780416,184.52348709106445,15876180.0,300.0,1,1,single_vjp_call,exact_local_vjp_recomputed_strict_graph,,not_applicable_before_ex_if0
s3b-cell-5b4fbf8f64cc27b0d373,s3b-block-5623456ecc73c4de5b83,stage2_baseline,strict,16,256,256,72,100583.473,100587.27645874023,6869313024,7172259840,163.41715621948242,247136340.0,300.0,1,1,single_vjp_call,exact_local_vjp_recomputed_strict_graph,,not_applicable_before_ex_if0
s3b-cell-5b5993ca3e6856de5edd,s3b-block-2ba7a97fcdd9242b2b3b,stage2_baseline,fixedpred,4,64,256,71,9358.228,9359.071731567383,669402112,696254464,21.463923454284668,3881988.0,40.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-5bcc9b3147bfc9c7d26f,s3b-block-1018780e545ea1ba80e6,stage2_baseline,fixedpred,32,64,256,71,68278.208,68282.91702270508,1646285312,1681915904,158.9009132385254,15809540.0,320.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-5cd4a0e63e78850078b9,s3b-block-6e94bca68e9ec88279a0,composite_vjp,strict,32,64,64,71,188260.74800000002,188263.48114013672,893510656,899678208,24.294395446777344,33294420.0,20.0,31,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-5fed455a3089d948b4f1,s3b-block-929a1b2367208204c01f,stage2_baseline,fixedpred,8,64,64,71,17596.218,17598.078727722168,470769152,476053504,40.77824020385742,1698308.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-600514ee0b593c85571e,s3b-block-06b1f209a877adaa915d,isolated_layer_vjp,strict,4,256,64,71,31459.63,31463.53244781494,1223582208,1272971264,37.566548347473145,20600404.0,60.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-60281dbb7ed41ef489d7,s3b-block-730ac753af2418590251,isolated_layer_vjp,fixedpred,8,256,256,70,28679.735999999997,28681.493759155273,2748411392,3013607424,43.79580307006836,79138820.0,80.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-6093e3f85655a5acf437,s3b-block-133f61522ecc4a38e0db,composite_vjp,fixedpred,16,256,256,72,38315.142,38318.227767944336,4972189184,5337251840,10.699991226196289,152539140.0,10.0,16,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-62140ca63cf7873e4176,s3b-block-17dd185d818e3f2bfae5,composite_vjp,strict,32,64,64,70,186616.76,186619.6060180664,893510656,899678208,26.294967651367188,33294420.0,20.0,31,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-63179122db9cdee93f07,s3b-block-2038cde586d1edeab33e,stage2_baseline,strict,4,256,256,72,24578.311,24582.711219787598,3550676992,3841982464,34.67823791503906,42664020.0,60.0,1,1,single_vjp_call,exact_local_vjp_recomputed_strict_graph,,not_applicable_before_ex_if0
s3b-cell-633bb91c89189ebc871c,s3b-block-06b1f209a877adaa915d,composite_vjp,strict,4,256,64,71,27300.778,27307.111740112305,1219898368,1268776960,14.691004753112793,20600404.0,20.0,3,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-63f8f341dc6f7fc4265d,s3b-block-6bb2d4d9cc338b1ce65d,isolated_layer_vjp,fixedpred,32,64,64,72,113576.82800000001,113570.98007202148,893223936,901775360,173.11185455322266,22045700.0,320.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-66b7f9c8bdbbdefc6567,s3b-block-770f17bf150216638d72,isolated_layer_vjp,strict,8,256,64,70,65072.3225,65077.27813720703,2049469952,2128609280,84.26248931884766,54154836.0,140.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-671c0fe02fc0a80b5fc5,s3b-block-91e8309340613ee72180,isolated_layer_vjp,strict,4,64,64,70,31087.038,31097.402572631836,399857152,404750336,38.03213691711426,3475540.0,60.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-686b8f8f830434c601dd,s3b-block-321102a72410315d0551,composite_vjp,fixedpred,8,64,256,72,20614.337,20614.916801452637,808997376,843055104,9.146064758300781,23782916.0,10.0,8,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-69619a5c2396ad61215f,s3b-block-1670e5358f7599134dc5,isolated_layer_vjp,strict,16,256,64,72,132417.856,132425.16326904297,3709865472,3806330880,178.4727783203125,121263700.0,300.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-696276a9f128f9ca54bb,s3b-block-a2183841e5874032a40b,isolated_layer_vjp,fixedpred,32,256,256,71,115153.6425,115156.15463256836,9390517760,9841934336,172.74363708496094,299339780.0,320.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-6a7741eeecb58a4c2ace,s3b-block-f26a55b670864e625c9c,composite_vjp,fixedpred,16,64,64,72,38128.917,38136.07597351074,612363776,618659840,10.982807159423828,12870660.0,10.0,16,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-6ad44218a8a734dc97ce,s3b-block-2aeb2e45735b91688bf1,isolated_layer_vjp,fixedpred,8,64,256,70,29597.641499999998,29598.273277282715,806398464,838860800,44.66458606719971,23782916.0,80.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-6aedae2f454d0b9f8b02,s3b-block-5203a4d44e3a2f436ffe,stage2_baseline,strict,32,256,64,71,206335.0575,206333.9080810547,7513471488,7623147520,366.3610382080078,253965908.0,620.0,1,1,single_vjp_call,exact_local_vjp_recomputed_strict_graph,,not_applicable_before_ex_if0
s3b-cell-6b38ff834b5eb937c364,s3b-block-79c2b893b57e307e1d01,isolated_layer_vjp,fixedpred,16,64,64,70,56941.1345,56943.641662597656,611451904,618659840,85.91865730285645,12870660.0,160.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-6f4d923a5fe88c19f082,s3b-block-730db41052eb8c30b0cc,isolated_layer_vjp,strict,16,64,256,72,132205.52850000001,132208.42742919922,1083227136,1117782016,184.44379425048828,50254420.0,300.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-6f4f82940088bc465628,s3b-block-66658e6e3b8416c34d1a,isolated_layer_vjp,strict,8,256,256,71,65490.5465,65497.89047241211,2746531840,3032481792,87.4670181274414,116269140.0,140.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-7072fd60dd85bb03233d,s3b-block-4fc6a712eae99f7492f7,stage2_baseline,fixedpred,16,256,256,70,34904.328,34907.81021118164,4963259904,5333057536,78.92582893371582,34187268.0,160.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-708863dbe1418513de0b,s3b-block-8bd164e99139f225afc6,isolated_layer_vjp,strict,16,64,256,70,134491.05,134494.6060180664,1083227136,1117782016,182.29756927490234,50254420.0,300.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-7516efa03b108db7e662,s3b-block-550d367ca244ec32ef93,isolated_layer_vjp,fixedpred,4,64,64,72,15002.5485,15004.579067230225,400636928,404750336,22.774070739746094,5989380.0,40.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-76ee2b089ae4d20d6a63,s3b-block-6d7761e4e1ad7cdc3808,stage2_baseline,fixedpred,4,256,64,70,9465.4045,9470.725059509277,1220294656,1268776960,21.870089530944824,3659268.0,40.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-79ae0a48fb524c64c1e5,s3b-block-b8065946fe637b30bb46,stage2_baseline,strict,8,256,256,70,50244.4145,50247.9248046875,4655277568,4940890112,85.74719619750977,110821460.0,140.0,1,1,single_vjp_call,exact_local_vjp_recomputed_strict_graph,,not_applicable_before_ex_if0
s3b-cell-79ae2b676010890cdd8c,s3b-block-4bfe422a2c01b57a2405,isolated_layer_vjp,strict,4,64,64,71,31337.195,31338.891983032227,399857152,404750336,38.397268295288086,3475540.0,60.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-7a56f342363699ce101c,s3b-block-730ac753af2418590251,composite_vjp,fixedpred,8,256,256,70,20706.371,20710.3328704834,2753959424,3028287488,9.458352088928223,79138820.0,10.0,8,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-7a8f8441d684b78fabe9,s3b-block-ee8ffa90a0acd26c78a2,isolated_layer_vjp,fixedpred,32,64,64,70,114019.355,114023.97918701172,893223936,901775360,173.2532501220703,22045700.0,320.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-7a928ef966a36a5ed6e5,s3b-block-89e5aee5e8dffdf6b3ed,composite_vjp,strict,8,64,256,71,50071.991500000004,50073.280334472656,804398080,836763648,15.380464553833008,24433236.0,20.0,7,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-7ac0eea1f1cd1d8b2644,s3b-block-b476ac8f4a666adc105c,composite_vjp,fixedpred,16,256,64,71,38406.517,38410.28022766113,3710063616,3810525184,10.48155403137207,74518020.0,10.0,16,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-7ae37e4b0a2d5c3667f0,s3b-block-b91eb1ba30f3b1df6cd1,composite_vjp,fixedpred,4,256,64,71,11180.1165,11184.569358825684,1221319168,1270874112,8.291191101074219,21040644.0,10.0,4,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-7c03a217fcd7f5d2311c,s3b-block-2cf74f689f6a282264ed,isolated_layer_vjp,strict,32,256,64,72,269365.207,269367.7520751953,7030656512,7155482624,355.78028869628906,255481428.0,620.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-7c78edd9ab46d4b737a1,s3b-block-50d43d8828871a666303,stage2_baseline,fixedpred,32,256,64,72,69339.50099999999,69340.32440185547,7030854656,7163871232,158.45668411254883,29349380.0,320.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-7d24f686e232eccf0fcd,s3b-block-248d76724a8cf4455766,composite_vjp,fixedpred,4,64,256,70,11560.5265,11561.869144439697,672699904,702545920,8.156221866607666,16770564.0,10.0,4,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-7eb22693c55b32775c10,s3b-block-db597d2061c77097a989,isolated_layer_vjp,strict,4,64,256,70,31210.1175,31211.133003234863,667646976,696254464,35.992154121398926,11522644.0,60.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-7f4b09156d27ceeadda0,s3b-block-5293bf2a6dda7849ebe0,stage2_baseline,strict,16,256,64,71,101406.98749999999,101413.77258300781,4192680448,4280287232,189.6722640991211,119748180.0,300.0,1,1,single_vjp_call,exact_local_vjp_recomputed_strict_graph,,not_applicable_before_ex_if0
s3b-cell-7f8a9bacc2c870ce3f8f,s3b-block-01194f62493fd247f6f1,isolated_layer_vjp,fixedpred,32,256,256,70,114454.22750000001,114456.40563964844,9390517760,9841934336,172.1995620727539,299339780.0,320.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-8166c3e5d0a5db759356,s3b-block-dfee844b8bfb62c631e6,composite_vjp,fixedpred,32,64,256,70,74772.55799999999,74777.54211425781,1651216896,1681915904,13.279308319091797,65857028.0,10.0,32,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-817ba3fc9aa75b7e7578,s3b-block-f17b38a3987bce4706d1,stage2_baseline,strict,16,256,256,71,100948.723,100951.91955566406,6869313024,7174356992,183.3301239013672,247136340.0,300.0,1,1,single_vjp_call,exact_local_vjp_recomputed_strict_graph,,not_applicable_before_ex_if0
s3b-cell-83c2185a4cd71b249e11,s3b-block-858205a4ccbe49c37e00,isolated_layer_vjp,fixedpred,8,256,64,71,28428.3455,28434.929847717285,2049668096,2126512128,44.628573417663574,38866436.0,80.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-8448aea2112431a2859a,s3b-block-4bfe422a2c01b57a2405,composite_vjp,strict,4,64,64,71,27135.7895,27136.871337890625,400173056,404750336,14.537428855895996,3475540.0,20.0,3,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-84c9d274cdb976ed1ea7,s3b-block-5623456ecc73c4de5b83,isolated_layer_vjp,strict,16,256,256,72,133818.6355,133819.08416748047,4960567296,5295308800,167.97015380859375,252584020.0,300.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-85a674901c932193a9e7,s3b-block-e38893f5f5eb3e81b23e,composite_vjp,strict,8,256,256,72,49553.314,49555.50575256348,2749949952,3003121664,15.853317260742188,116269140.0,20.0,7,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-86cd3026ae79765129a8,s3b-block-ddc92b0625b483a884e3,stage2_baseline,strict,8,256,64,72,50743.6155,50749.135971069336,2532284928,2613051392,87.72602272033691,52639316.0,140.0,1,1,single_vjp_call,exact_local_vjp_recomputed_strict_graph,,not_applicable_before_ex_if0
s3b-cell-8830653b4bb31288ee7a,s3b-block-858205a4ccbe49c37e00,stage2_baseline,fixedpred,8,256,64,71,17298.11,17302.186965942383,2049668096,2126512128,39.90979862213135,7329284.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-89c720c1076140957bec,s3b-block-48ba4e0d32360c38db27,stage2_baseline,strict,8,64,64,70,49407.4295,49425.25672912598,604359680,608174080,91.1504955291748,7356500.0,140.0,1,1,single_vjp_call,exact_local_vjp_recomputed_strict_graph,,not_applicable_before_ex_if0
s3b-cell-8a0313b11012b1cc7e47,s3b-block-03dd886dc9d22a85f182,isolated_layer_vjp,fixedpred,4,64,256,72,15014.085,15014.424800872803,668589056,696254464,23.060876846313477,16770564.0,40.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-8a04056f1cbd0d0d9ec6,s3b-block-d21540cc9c7bae2324da,isolated_layer_vjp,fixedpred,4,64,64,71,14945.528,14946.554183959961,400636928,404750336,22.888322830200195,5989380.0,40.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-8b3e3e71285efb7113ca,s3b-block-0dcba60dfd67454824e3,isolated_layer_vjp,fixedpred,16,256,256,71,58038.0705,58041.770935058594,4962446848,5324668928,86.2160530090332,152539140.0,160.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-8c78d1983ec18eff1b7e,s3b-block-8bd164e99139f225afc6,composite_vjp,strict,16,64,256,70,95485.853,95489.39514160156,1085137920,1117782016,18.84040069580078,50254420.0,20.0,15,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-8d9d9f264dd380368a8f,s3b-block-c7dd1b63aab3be279169,composite_vjp,fixedpred,32,64,64,71,74742.70550000001,74747.04360961914,894660096,901775360,14.522144317626953,22045700.0,10.0,32,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-8dff9904d4572a4cafca,s3b-block-2ba7a97fcdd9242b2b3b,composite_vjp,fixedpred,4,64,256,71,11524.7675,11526.262283325195,672699904,702545920,8.572389125823975,16770564.0,10.0,4,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-8ef1479647b37ef7c710,s3b-block-a2183841e5874032a40b,composite_vjp,fixedpred,32,256,256,71,74654.008,74656.39114379883,9408648704,9835642880,14.0531005859375,299339780.0,10.0,32,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-8f3ef95fb88569385de3,s3b-block-4bfe422a2c01b57a2405,stage2_baseline,strict,4,64,64,71,24698.9935,24700.737953186035,534224384,538968064,39.629356384277344,3096660.0,60.0,1,1,single_vjp_call,exact_local_vjp_recomputed_strict_graph,,not_applicable_before_ex_if0
s3b-cell-918b93dce8ba909ba81d,s3b-block-6e94bca68e9ec88279a0,stage2_baseline,strict,32,64,64,71,198160.195,198163.24615478516,1027030016,1033895936,328.68988037109375,32915540.0,620.0,1,1,single_vjp_call,exact_local_vjp_recomputed_strict_graph,,not_applicable_before_ex_if0
s3b-cell-91d30594e7126b4b2565,s3b-block-fbc757a5037e1e104d06,stage2_baseline,fixedpred,8,64,256,71,18058.315000000002,18059.255599975586,807211520,836763648,41.66775417327881,5585924.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-93536c17e97afdafda38,s3b-block-b91eb1ba30f3b1df6cd1,stage2_baseline,fixedpred,4,256,64,71,9376.5185,9380.69486618042,1220294656,1268776960,21.745452404022217,3659268.0,40.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-936f47d4393d01da2670,s3b-block-468115f1002de4acf41a,stage2_baseline,fixedpred,32,256,256,72,70122.7785,70124.59564208984,9391330816,9900654592,158.01065826416016,67741700.0,320.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-939a8c5f4863a731157b,s3b-block-9e3031c8e1de1017d07e,composite_vjp,fixedpred,4,256,256,70,11703.113,11707.458019256592,1651307008,1868562432,8.663453102111816,42438660.0,10.0,4,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-941b60cc032ab0d51200,s3b-block-48ba4e0d32360c38db27,composite_vjp,strict,8,64,64,70,49082.2495,49083.76884460449,470066176,473956352,16.182119369506836,7735380.0,20.0,7,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-95cc05ec7990d4a79808,s3b-block-5293bf2a6dda7849ebe0,composite_vjp,strict,16,256,64,71,96999.794,97002.68936157227,3709865472,3806330880,19.240966796875,121263700.0,20.0,15,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-96715a62d54bddd13a58,s3b-block-5a95fb95a9231b0407ce,composite_vjp,strict,32,64,256,72,189730.29450000002,189731.29272460938,1646617600,1679818752,24.32587432861328,101896788.0,20.0,31,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-975c1452389689836e45,s3b-block-e83ff808cf35f32b4a81,composite_vjp,strict,8,64,64,71,48665.937,48667.59490966797,470066176,473956352,15.927528381347656,7735380.0,20.0,7,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-9859212a662e48e6ec95,s3b-block-929a1b2367208204c01f,isolated_layer_vjp,fixedpred,8,64,64,71,28882.847999999998,28883.983612060547,470565888,476053504,45.542327880859375,8283140.0,80.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-9861f1004a37f05001a5,s3b-block-6343adee427ef9c6c1dc,stage2_baseline,fixedpred,8,256,256,71,17689.355000000003,17696.20990753174,2749224448,3011510272,41.67107963562012,17410052.0,80.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-9969e85b0ba8c77a65d9,s3b-block-def205922958b1e906ca,composite_vjp,strict,4,256,64,72,26827.917999999998,26830.48439025879,1219898368,1268776960,14.193144798278809,20600404.0,20.0,3,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-999ee1de7aa985628902,s3b-block-1b87ab8a31783316765a,stage2_baseline,strict,32,64,256,70,201022.95150000002,201026.31378173828,2173670912,2212495360,369.6070861816406,100534868.0,620.0,1,1,single_vjp_call,exact_local_vjp_recomputed_strict_graph,,not_applicable_before_ex_if0
s3b-cell-99ddca8d49970781f837,s3b-block-2b2e9efa1f112a82e9a2,composite_vjp,fixedpred,32,256,64,71,76458.349,76459.12170410156,7030854656,7163871232,14.482864379882812,145821188.0,10.0,32,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-9a57d795fe5fec3bb3d8,s3b-block-7e8ea96acc135bafc97b,isolated_layer_vjp,fixedpred,8,256,256,72,28951.909,28955.28221130371,2748411392,3021996032,44.75996685028076,79138820.0,80.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
